"datasourceid","outputfrequency","startofperiod","sensor_name","atmPressure24HourMean.raw","atmPressure24HourMean.value","bcAllSources24HourMean.raw","bcAllSources24HourMean.value","bcBiomass24HourMean.raw","bcBiomass24HourMean.value","bcFossilFuel24HourMean.raw","bcFossilFuel24HourMean.value","bcSpectralB24HourMean.raw","bcSpectralB24HourMean.value","bcSpectralG24HourMean.raw","bcSpectralG24HourMean.value","bcSpectralIR24HourMean.raw","bcSpectralIR24HourMean.value","bcSpectralR24HourMean.raw","bcSpectralR24HourMean.value","bcSpectralUV24HourMean.raw","bcSpectralUV24HourMean.value","no2Conc24HourMean.raw","no2Conc24HourMean.value","pm2_5ConcMass24HourMean.raw","pm2_5ConcMass24HourMean.value","pm2_5ConcMass24HourMeanUsEpaAqi.raw","pm2_5ConcMass24HourMeanUsEpaAqi.value","pm2_5ConcNum24HourMean.raw","pm2_5ConcNum24HourMean.value","relHumidAmbient24HourMean.raw","relHumidAmbient24HourMean.value","relHumidInternal24HourMean.raw","relHumidInternal24HourMean.value","temperatureAmbient24HourMean.raw","temperatureAmbient24HourMean.value","temperatureInternal24HourMean.raw","temperatureInternal24HourMean.value","windDirection24HourMean.raw","windDirection24HourMean.value","windSpeed24HourMean.raw","windSpeed24HourMean.value","latitude","longitude","location","record_id"
"DBJPV1452","day","11/10/2025 12:00:00 AM","Irving Park 2",,,,,,,,,,,,,,,,,,,,,"0.86","3.73","4","21","1.74","1.74",,,"67.85","67.85",,,"-0.74","-0.74",,,,,"41.94881145","-87.70812985315","POINT (-87.70812985315226 41.94881145)","DBJPV1452_2025-11-10"
"DMARJ5120","day","10/25/2025 12:00:00 AM","Hyde Park 1",,,,,,,,,,,,,,,,,,,"22.06","18.32","12.45","8.17","57","45","14.15","14.15",,,"61.84","61.84",,,"9.72","9.72",,,,,"41.79964665","-87.60179992085","POINT (-87.60179992085315 41.79964665)","DMARJ5120_2025-10-25"
"DMLRY2750","day","12/22/2025 12:00:00 AM","North Park 1",,,,,,,,,,,,,,,,,,,,,"10.8","8.29","54","46","8.17","8.17",,,"49.4","49.4",,,"2.74","2.74",,,,,"41.98888865","-87.72522068118","POINT (-87.72522068117541 41.98888865000001)","DMLRY2750_2025-12-22"
"DAWAP1896","day","10/21/2025 12:00:00 AM","Greater Grand Crossing 5",,,,,,,,,,,,,,,,,,,"15.58","12.72","4.04","4.3","22","24","5.39","5.39",,,"63.98","63.98",,,"12.44","12.44",,,,,"41.7516673","-87.61940269812","POINT (-87.61940269812234 41.7516673)","DAWAP1896_2025-10-21"
"DZFVS4727","day","10/13/2025 12:00:00 AM","Uptown 3",,,,,,,,,,,,,,,,,,,"22.79","16.22","13.1","9.99","58","52","20.74","20.74",,,"64.74","64.74",,,"18.54","18.54",,,,,"41.96208095","-87.65418214875","POINT (-87.65418214875386 41.96208095)","DZFVS4727_2025-10-13"
"DAHAJ0678","day","11/12/2025 12:00:00 AM","Ashburn 1",,,,,,,,,,,,,,,,,,,"11.09","12.65","6.77","6.5","37","36","6.98","6.98",,,"59.84","59.84",,,"7.08","7.08",,,,,"41.7522794","-87.73751065","POINT (-87.73751065 41.7522794)","DAHAJ0678_2025-11-12"
"DDCVA2276","day","01/31/2026 12:00:00 AM","Forest Glen 2",,,,,,,,,,,,,,,,,,,,,"2.99","3.56","16","19","2.27","2.27",,,"67.75","67.75",,,"-7.17","-7.17",,,,,"42.00303345","-87.76224995","POINT (-87.76224995 42.003033450000004)","DDCVA2276_2026-01-31"
"DLJWW1620","day","12/27/2025 12:00:00 AM","Englewood 2",,,,,,,,,,,,,,,,,,,"15.18","15.89","42.79","17.33","119","66","30.63","30.63",,,"80.94","80.94",,,"5.07","5.07",,,,,"41.78957595","-87.6348940749","POINT (-87.63489407489742 41.78957595)","DLJWW1620_2025-12-27"
"DZUWB2477","day","01/22/2026 12:00:00 AM","North Lawndale 1",,,,,,,,,,,,,,,,,,,,,"16.42","10.18","65","53","9.66","9.66",,,"55.04","55.04",,,"-4.4","-4.4",,,,,"41.86579905","-87.73621350561","POINT (-87.73621350560661 41.86579905000001)","DZUWB2477_2026-01-22"
"DIUDG6358","day","12/24/2025 12:00:00 AM","North Lawndale 5",,,,,,,,,,,,,,,,,,,"18.57","22.44","43.72","19.75","121","71","29.64","29.64",,,"66.33","66.33",,,"5.57","5.57",,,,,"41.8528468","-87.7363577","POINT (-87.7363577 41.8528468)","DIUDG6358_2025-12-24"
"DXEMM9791","day","01/29/2026 12:00:00 AM","Chatham 2",,,,,,,,,,,,,,,,,,,,,"8.75","7.24","48","40","5.18","5.18",,,"54.43","54.43",,,"-9.95","-9.95",,,,,"41.7389797","-87.60272773313","POINT (-87.60272773313176 41.7389797)","DXEMM9791_2026-01-29"
"DMMAG3845","day","11/11/2025 12:00:00 AM","Riverdale 3",,,,,,,,,,,,,,,,,,,,,"1.06","4.1","6","23","1.19","1.19",,,"66.34","66.34",,,"-0.46","-0.46",,,,,"41.6505642","-87.6038782","POINT (-87.6038782 41.650564200000005)","DMMAG3845_2025-11-11"
"DVNGV1890","day","10/22/2025 12:00:00 AM","Roseland 2",,,,,,,,,,,,,,,,,,,"13.15","10.86","0.53","4.98","3","27","3.21","3.21",,,"65.83","65.83",,,"9.3","9.3",,,,,"41.71389143635","-87.61998237196","POINT (-87.61998237196052 41.71389143635448)","DVNGV1890_2025-10-22"
"DMLFU0523","day","11/28/2025 12:00:00 AM","Pullman 2",,,,,,,,,,,,,,,,,,,,,"7.22","5.82","40","32","5.16","5.16",,,"57.33","57.33",,,"-1.8","-1.8",,,,,"41.7130402","-87.5843047413","POINT (-87.58430474129636 41.713040199999995)","DMLFU0523_2025-11-28"
"DXIGM4223","day","10/15/2025 12:00:00 AM","Ashburn 6",,,,,,,,,,,,,,,,,,,"12.34","10.49","8.3","6","46","33","10.47","10.47",,,"75.23","75.23",,,"15.84","15.84",,,,,"41.73950785","-87.70388676765","POINT (-87.7038867676452 41.73950785)","DXIGM4223_2025-10-15"
"DIXUN6634","day","01/26/2026 12:00:00 AM","Ashburn 3",,,,,,,,,,,,,,,,,,,,,"14.52","11.54","61","55","8.9","8.9",,,"59.94","59.94",,,"-13.25","-13.25",,,,,"41.7521062","-87.70393644313","POINT (-87.70393644313098 41.7521062)","DIXUN6634_2026-01-26"
"DGZUS1041","day","11/13/2025 12:00:00 AM","East Side 1",,,,,,,,,,,,,,,,,,,"18.97","20.96","8.46","7.07","47","39","8.89","8.89",,,"53.86","53.86",,,"8.26","8.26",,,,,"41.726048","-87.53635402287","POINT (-87.53635402286871 41.726048000000006)","DGZUS1041_2025-11-13"
"DHSIJ5379","day","01/26/2026 12:00:00 AM","Washington Heights 1",,,,,,,,,,,,,,,,,,,,,"12.8","10.38","58","53","7.86","7.86",,,"60.47","60.47",,,"-13.28","-13.28",,,,,"41.72668335","-87.6533731","POINT (-87.6533731 41.72668335)","DHSIJ5379_2026-01-26"
"DEPLW3142","day","10/24/2025 12:00:00 AM","Greater Grand Crossing 3",,,,,,,,,,,,,,,,,,,"17.33","14.2","7.2","7.08","40","39","7.9","7.9",,,"56.3","56.3",,,"9.03","9.03",,,,,"41.7640476","-87.6024382544","POINT (-87.60243825440212 41.7640476)","DEPLW3142_2025-10-24"
"DRCSL7614","day","02/05/2026 12:00:00 AM","Jefferson Park 3",,,,,,,,,,,,,,,,,,,,,"37.36","21.22","105","74","20.92","20.92",,,"72.02","72.02",,,"-4.73","-4.73",,,,,"41.97629145","-87.7806628029","POINT (-87.78066280290317 41.97629145)","DRCSL7614_2026-02-05"
"DCABM0358","day","10/18/2025 12:00:00 AM","South Lawndale 6",,,,,,,,,,,,,,,,,,,"12.98","13","21","12.66","73","58","26.94","26.94",,,"65.8","65.8",,,"20.97","20.97",,,,,"41.8403631","-87.73770467097","POINT (-87.73770467096696 41.840363100000005)","DCABM0358_2025-10-18"
"DRCSL7614","day","01/29/2026 12:00:00 AM","Jefferson Park 3",,,,,,,,,,,,,,,,,,,,,"3.74","6.68","21","37","4.01","4.01",,,"55.16","55.16",,,"-10.45","-10.45",,,,,"41.97629145","-87.7806628029","POINT (-87.78066280290317 41.97629145)","DRCSL7614_2026-01-29"
"DARLP7776","day","01/22/2026 12:00:00 AM","Armour Square 2",,,,,,,,,,,,,,,,,,,,,"10.98","7.87","54","43","7.16","7.16",,,"53.35","53.35",,,"-4.04","-4.04",,,,,"41.8400145","-87.63555596913","POINT (-87.63555596912866 41.840014499999995)","DARLP7776_2026-01-22"
"DWEIE9311","day","11/29/2025 12:00:00 AM","Bridgeport 2",,,,,,,,,,,,,,,,,,,,,"28.75","11.66","88","56","15","15",,,"72.24","72.24",,,"-1.73","-1.73",,,,,"41.8278059","-87.65209362443","POINT (-87.65209362442712 41.8278059)","DWEIE9311_2025-11-29"
"DLUKV4510","day","12/01/2025 12:00:00 AM","Calumet Heights 3",,,,,,,,,,,,,,,,,,,,,"35.12","13.2","99","59","19.81","19.81",,,"77.1","77.1",,,"-2.97","-2.97",,,,,"41.72602304045","-87.55256172786","POINT (-87.55256172786454 41.72602304045317)","DLUKV4510_2025-12-01"
"DEJMD2536","day","11/30/2025 12:00:00 AM","O'Hare 1",,,,,,,,,,,,,,,,,,,,,"17.22","8.91","66","49","11.43","11.43",,,"80.56","80.56",,,"-0.53","-0.53",,,,,"41.9762844","-87.8527641","POINT (-87.8527641 41.9762844)","DEJMD2536_2025-11-30"
"DZLAV7766","day","01/22/2026 12:00:00 AM","Austin 4",,,,,,,,,,,,,,,,,,,,,"8.12","10.43","45","53","6.58","6.58",,,"56.17","56.17",,,"-4.68","-4.68",,,,,"41.8787019","-87.75315257212","POINT (-87.75315257211534 41.8787019)","DZLAV7766_2026-01-22"
"DHSIJ5379","day","10/17/2025 12:00:00 AM","Washington Heights 1",,,,,,,,,,,,,,,,,,,"13.17","12.26","3.05","5.35","17","29","5.81","5.81",,,"53.05","53.05",,,"18.01","18.01",,,,,"41.72668335","-87.6533731","POINT (-87.6533731 41.72668335)","DHSIJ5379_2025-10-17"
"DLTCH1397","day","10/17/2025 12:00:00 AM","Woodlawn 2",,,,,,,,,,,,,,,,,,,"7.97","10.74","4.45","5.09","24","28","5.61","5.61",,,"53.81","53.81",,,"18.02","18.02",,,,,"41.77677010296","-87.58579570606","POINT (-87.58579570605767 41.77677010295759)","DLTCH1397_2025-10-17"
"DAUPG9028","day","10/22/2025 12:00:00 AM","Portage Park 2",,,,,,,,,,,,,,,,,,,"5","7.55","0.73","3.67","4","20","2.47","2.47",,,"63","63",,,"9.68","9.68",,,,,"41.9627009","-87.76268011147","POINT (-87.76268011146504 41.9627009)","DAUPG9028_2025-10-22"
"DMHRT7456","day","12/28/2025 12:00:00 AM","Chicago Lawn 3",,,,,,,,,,,,,,,,,,,"17.08","15.84","36.54","15.29","103","62","28.38","28.38",,,"92.39","92.39",,,"10.06","10.06",,,,,"41.76441945","-87.68673944938","POINT (-87.68673944937888 41.76441945)","DMHRT7456_2025-12-28"
"DSKEW3707","day","10/20/2025 12:00:00 AM","Washington Heights 2",,,,,,,,,,,,,,,,,,,"7.85","10.9","2.41","5.02","13","28","4.41","4.41",,,"55.14","55.14",,,"12.04","12.04",,,,,"41.72629795","-87.63656666475","POINT (-87.6365666647541 41.72629795)","DSKEW3707_2025-10-20"
"DKNMF4367","day","10/21/2025 12:00:00 AM","Oakland 1",,,,,,,,,,,,,,,,,,,"14.68","12.99","3.9","4.26","22","23","5.69","5.69",,,"64.5","64.5",,,"12.24","12.24",,,,,"41.82675732205","-87.60127391431","POINT (-87.60127391430812 41.82675732205337)","DKNMF4367_2025-10-21"
"DVRBW4874","day","12/26/2025 12:00:00 AM","Logan Square 1",,,,,,,,,,,,,,,,,,,"14.52","13.96","36.87","15.23","104","62","24.99","24.99",,,"74.79","74.79",,,"6.91","6.91",,,,,"41.92963275","-87.71893702782","POINT (-87.71893702781998 41.92963275)","DVRBW4874_2025-12-26"
"DHZTI7858","day","10/26/2025 12:00:00 AM","Pullman 1",,,,,,,,,,,,,,,,,,,"27.35","16.97","16.56","10.44","65","53","15.52","15.52",,,"53.66","53.66",,,"12.85","12.85",,,,,"41.71416735","-87.60386913021","POINT (-87.60386913020682 41.71416735)","DHZTI7858_2025-10-26"
"DWFRI5691","day","10/16/2025 12:00:00 AM","Humboldt Park 1",,,,,,,,,,,,,,,,,,,"15.22","13.07","3.86","4.64","21","26","6.26","6.26",,,"59.99","59.99",,,"17.44","17.44",,,,,"41.9036584","-87.7359956871","POINT (-87.73599568710452 41.9036584)","DWFRI5691_2025-10-16"
"DKTWP2892","day","10/24/2025 12:00:00 AM","East Side 3",,,,,,,,,,,,,,,,,,,"16.85","15.3","7.9","5.97","44","33","6.79","6.79",,,"60.28","60.28",,,"7.88","7.88",,,,,"41.7006795","-87.53620860009","POINT (-87.53620860009178 41.7006795)","DKTWP2892_2025-10-24"
"DQVFE3070","day","01/17/2026 12:00:00 AM","Englewood 4",,,,,,,,,,,,,,,,,,,,,"2.4","5.43","13","30","2.59","2.59",,,"58.21","58.21",,,"-5.38","-5.38",,,,,"41.7643842","-87.63615245585","POINT (-87.6361524558499 41.764384199999995)","DQVFE3070_2026-01-17"
"DITUM6528","day","10/19/2025 12:00:00 AM","Near West Side 1",,,,,,,,,,,,,,,,,,,"9.31","10.03","12.12","6.37","57","35","14.13","14.13",,,"76.52","76.52",,,"14.6","14.6",,,,,"41.87833905","-87.6855286518","POINT (-87.68552865180365 41.878339049999994)","DITUM6528_2025-10-19"
"DRQFY3540","day","12/26/2025 12:00:00 AM","Lower West Side 4","989","989",,,,,,,,,,,,,,,,,"14.39","14.59","33","16.57","96","65","29.57","29.57","80.6","80.6","69.28","69.28","6.5","6.5","8.54","8.54","98.29","98.29","0.67","0.67","41.84002135","-87.66866860578","POINT (-87.66866860577547 41.84002135)","DRQFY3540_2025-12-26"
"DAWUS6556","day","12/27/2025 12:00:00 AM","Ashburn 5",,,,,,,,,,,,,,,,,,,"16.55","13.53","45.66","15.87","126","63","27.81","27.81",,,"80.33","80.33",,,"5.3","5.3",,,,,"41.73545185","-87.68498598767","POINT (-87.68498598766976 41.735451850000004)","DAWUS6556_2025-12-27"
"DFMDU1576","day","11/01/2025 12:00:00 AM","Greater Grand Crossing 1",,,,,,,,,,,,,,,,,,,"19.24","18.59","21.06","12.39","73","57","19.45","19.45",,,"61.65","61.65",,,"9.21","9.21",,,,,"41.7770346","-87.61823783346","POINT (-87.61823783345807 41.7770346)","DFMDU1576_2025-11-01"
"DGZGL5338","day","10/27/2025 12:00:00 AM","Clearing 2",,,,,,,,,,,,,,,,,,,"16.78","13.47","9.91","8.09","52","44","12.6","12.6",,,"58.3","58.3",,,"11.87","11.87",,,,,"41.77766795","-87.77076185555","POINT (-87.77076185555484 41.77766795)","DGZGL5338_2025-10-27"
"DZBKX0961","day","10/17/2025 12:00:00 AM","Kenwood 1",,,,,,,,,,,,,,,,,,,"11.29","12.69","3.08","5.35","17","29","5.73","5.73",,,"52.67","52.67",,,"18.34","18.34",,,,,"41.8130536","-87.60098186266","POINT (-87.60098186266059 41.8130536)","DZBKX0961_2025-10-17"
"DXIGM4223","day","01/01/2026 12:00:00 AM","Ashburn 6",,,,,,,,,,,,,,,,,,,,,"7.59","7.62","42","42","7","7",,,"65.42","65.42",,,"-6.4","-6.4",,,,,"41.73950785","-87.70388676765","POINT (-87.7038867676452 41.73950785)","DXIGM4223_2026-01-01"
"DGTDZ6242","day","01/26/2026 12:00:00 AM","Forest Glen 3",,,,,,,,,,,,,,,,,,,,,"9.63","9.02","52","50","7.5","7.5",,,"60.18","60.18",,,"-13.77","-13.77",,,,,"41.98958085","-87.74435264432","POINT (-87.74435264432117 41.98958085)","DGTDZ6242_2026-01-26"
"DXHYE9278","day","10/17/2025 12:00:00 AM","Hegewisch 5",,,,,,,,,,,,,,,,,,,"14.7","17.54","5.06","5.5","28","31","6.14","6.14",,,"51.76","51.76",,,"17.81","17.81",,,,,"41.64887855","-87.56940151087","POINT (-87.56940151087389 41.64887855)","DXHYE9278_2025-10-17"
"DKTWP2892","day","11/12/2025 12:00:00 AM","East Side 3",,,,,,,,,,,,,,,,,,,"14.09","12.59","8.23","5.84","46","32","6.47","6.47",,,"61.76","61.76",,,"6.35","6.35",,,,,"41.7006795","-87.53620860009","POINT (-87.53620860009178 41.7006795)","DKTWP2892_2025-11-12"
"DBCBA3610","day","10/20/2025 12:00:00 AM","Austin 5",,,,,,,,,,,,,,,,,,,"14.11","13.39","6.79","6.63","37","37","9.09","9.09",,,"51.58","51.58",,,"12.43","12.43",,,,,"41.8669061","-87.75356439011","POINT (-87.753564390105 41.8669061)","DBCBA3610_2025-10-20"
"DIVZD0266","day","10/14/2025 12:00:00 AM","Archer Heights 1",,,,,,,,,,,,,,,,,,,"27.96","24.33","26.98","16.33","84","64","40.05","40.05",,,"67.91","67.91",,,"19.56","19.56",,,,,"41.81559185","-87.736277095","POINT (-87.73627709500252 41.815591850000004)","DIVZD0266_2025-10-14"
"DDFTD2975","day","11/13/2025 12:00:00 AM","Washington HS Collocation 2",,,,,,,,,,,,,,,,,,,"16.71","17.65","7.29","6.97","40","38","8.8","8.8",,,"51.06","51.06",,,"8.06","8.06",,,,,"41.687495","-87.538083","POINT (-87.538083 41.687495)","DDFTD2975_2025-11-13"
"DZIHS7092","day","12/22/2025 12:00:00 AM","Archer Heights 2",,,,,,,,,,,,,,,,,,,,,"8.71","7.2","48","40","7.8","7.8",,,"50","50",,,"2.85","2.85",,,,,"41.81532825168","-87.71997399657","POINT (-87.71997399657484 41.81532825167885)","DZIHS7092_2025-12-22"
"DSHWY2305","day","10/14/2025 12:00:00 AM","Irving Park 3",,,,,,,,,,,,,,,,,,,"17.75","17.51","29.28","14.82","88","62","34.38","34.38",,,"70.87","70.87",,,"18.59","18.59",,,,,"41.9490356","-87.72654561437","POINT (-87.72654561437082 41.9490356)","DSHWY2305_2025-10-14"
"DFAQM2360","day","01/22/2026 12:00:00 AM","Englewood 1",,,,,,,,,,,,,,,,,,,,,"9.35","8.5","51","47","8.97","8.97",,,"53.54","53.54",,,"-4.22","-4.22",,,,,"41.78968585","-87.65259587249","POINT (-87.65259587249278 41.78968585)","DFAQM2360_2026-01-22"
"DZFVS4727","day","11/13/2025 12:00:00 AM","Uptown 3",,,,,,,,,,,,,,,,,,,"26.08","20.84","4.74","6.6","26","37","7.11","7.11",,,"51.42","51.42",,,"8.44","8.44",,,,,"41.96208095","-87.65418214875","POINT (-87.65418214875386 41.96208095)","DZFVS4727_2025-11-13"
"DEPLW3142","day","02/05/2026 12:00:00 AM","Greater Grand Crossing 3",,,,,,,,,,,,,,,,,,,,,"55.32","27.5","150","85","31.01","31.01",,,"69.86","69.86",,,"-4.17","-4.17",,,,,"41.7640476","-87.6024382544","POINT (-87.60243825440212 41.7640476)","DEPLW3142_2026-02-05"
"DIVZD0266","day","10/13/2025 12:00:00 AM","Archer Heights 1",,,,,,,,,,,,,,,,,,,"24.49","23.41","13.22","10.17","59","53","20.58","20.58",,,"60.49","60.49",,,"17.87","17.87",,,,,"41.81559185","-87.736277095","POINT (-87.73627709500252 41.815591850000004)","DIVZD0266_2025-10-13"
"DPQMK5751","day","10/27/2025 12:00:00 AM","Avondale 1",,,,,,,,,,,,,,,,,,,"14.94","10.86","6.29","5.41","34","30","7.12","7.12",,,"61.58","61.58",,,"12.31","12.31",,,,,"41.9413011","-87.71842453477","POINT (-87.7184245347691 41.941301100000004)","DPQMK5751_2025-10-27"
"DYGHJ0891","day","10/25/2025 12:00:00 AM","Clearing 1",,,,,,,,,,,,,,,,,,,"23.37","18.96","23.68","12.77","78","58","24.74","24.74",,,"66.43","66.43",,,"8.43","8.43",,,,,"41.7742202","-87.799271931","POINT (-87.79927193100359 41.7742202)","DYGHJ0891_2025-10-25"
"DQUUS8611","day","11/28/2025 12:00:00 AM","West Town 4",,,,,,,,,,,,,,,,,,,,,"5.99","6.92","33","38","5.18","5.18",,,"56.39","56.39",,,"-1.6","-1.6",,,,,"41.8948325","-87.67276417878","POINT (-87.67276417877609 41.8948325)","DQUUS8611_2025-11-28"
"DEPLW3142","day","10/23/2025 12:00:00 AM","Greater Grand Crossing 3",,,,,,,,,,,,,,,,,,,"15.38","11.81","2.51","4.7","14","26","3.97","3.97",,,"58.62","58.62",,,"9.25","9.25",,,,,"41.7640476","-87.6024382544","POINT (-87.60243825440212 41.7640476)","DEPLW3142_2025-10-23"
"DALUY0194","day","10/22/2025 12:00:00 AM","Near North Side 2",,,,,,,,,,,,,,,,,,,"5.96","9.23","0.68","3.67","3","20","2.24","2.24",,,"63.77","63.77",,,"9.87","9.87",,,,,"41.9079403","-87.63684281787","POINT (-87.63684281786847 41.9079403)","DALUY0194_2025-10-22"
"DATLR2184","day","11/03/2025 12:00:00 AM","Brighton Park 1",,,,,,,,,,,,,,,,,,,"13.56","13.8","6.99","7.24","38","40","7.36","7.36",,,"48.37","48.37",,,"11.58","11.58",,,,,"41.82784155","-87.70286514737","POINT (-87.70286514736534 41.82784155)","DATLR2184_2025-11-03"
"DRJGY6541","day","12/28/2025 12:00:00 AM","West Elsdon 1",,,,,,,,,,,,,,,,,,,"19.68","15.93","35.67","15.54","101","63","32.96","32.96",,,"90.3","90.3",,,"10","10",,,,,"41.7903099","-87.73683774404","POINT (-87.73683774404154 41.7903099)","DRJGY6541_2025-12-28"
"DFDVG9143","day","12/27/2025 12:00:00 AM","Pullman 3",,,,,,,,,,,,,,,,,,,"9.17","12.19","42.73","17.23","119","66","23.34","23.34",,,"82.38","82.38",,,"5.1","5.1",,,,,"41.70084025","-87.60406122014","POINT (-87.60406122014103 41.70084025)","DFDVG9143_2025-12-27"
"DWCTD3003","day","01/18/2026 12:00:00 AM","East Side 4",,,,,,,,,,,,,,,,,,,,,"8.88","5.59","49","31","4.73","4.73",,,"68.49","68.49",,,"-9.1","-9.1",,,,,"41.68755215","-87.53597050294","POINT (-87.53597050294346 41.68755215)","DWCTD3003_2026-01-18"
"DUXLQ7589","day","11/12/2025 12:00:00 AM","Albany Park 1",,,,,,,,,,,,,,,,,,,"13.3","14.87","7.04","6.85","39","38","7.38","7.38",,,"58.2","58.2",,,"7.26","7.26",,,,,"41.9752872","-87.72557704251","POINT (-87.72557704250946 41.9752872)","DUXLQ7589_2025-11-12"
"DGGGM0466","day","10/16/2025 12:00:00 AM","Bridgeport 1",,,,,,,,,,,,,,,,,,,"6.63","9.71","4.82","4.81","27","27","6.01","6.01",,,"62.62","62.62",,,"17.05","17.05",,,,,"41.8401321","-87.65224955236","POINT (-87.65224955235848 41.840132100000005)","DGGGM0466_2025-10-16"
"DDZMI3291","day","02/05/2026 12:00:00 AM","Lower West Side 5",,,,,,,,,,,,,,,,,,,,,"52.41","22.15","143","75","26.9","26.9",,,"70.46","70.46",,,"-4.21","-4.21",,,,,"41.84077025","-87.68631765239","POINT (-87.6863176523946 41.84077025)","DDZMI3291_2026-02-05"
"DQJDZ1252","day","11/11/2025 12:00:00 AM","West Pullman 1",,,,,,,,,,,,,,,,,,,,,"6.58","5.13","36","28","4.96","4.96",,,"64.93","64.93",,,"-0.27","-0.27",,,,,"41.67590428555","-87.65402778762","POINT (-87.6540277876164 41.67590428555132)","DQJDZ1252_2025-11-11"
"DRYBG8957","day","11/02/2025 12:00:00 AM","McKinley Park 2",,,,,,,,,,,,,,,,,,,"16.25","14.33","17.34","8.58","66","47","14.37","14.37",,,"66.83","66.83",,,"9.11","9.11",,,,,"41.82758035","-87.66937111953","POINT (-87.66937111952846 41.827580350000005)","DRYBG8957_2025-11-02"
"DWEIE9311","day","10/13/2025 12:00:00 AM","Bridgeport 2",,,,,,,,,,,,,,,,,,,"19.81","17.32","20.15","11.69","71","56","21.76","21.76",,,"61.25","61.25",,,"17.9","17.9",,,,,"41.8278059","-87.65209362443","POINT (-87.65209362442712 41.8278059)","DWEIE9311_2025-10-13"
"DRUBP9408","day","10/29/2025 12:00:00 AM","South Deering 2",,,,,,,,,,,,,,,,,,,"9.05","12.12","5.36","4.94","29","27","5.4","5.4",,,"61.38","61.38",,,"11.87","11.87",,,,,"41.7134615385","-87.55271837533","POINT (-87.55271837532699 41.71346153849869)","DRUBP9408_2025-10-29"
"DBTKW5792","day","12/24/2025 12:00:00 AM","Austin 8",,,,,,,,,,,,,,,,,,,"18.53","22.89","37.98","18.02","107","68","31.15","31.15",,,"66.97","66.97",,,"5.2","5.2",,,,,"41.8912125","-87.76984190347","POINT (-87.76984190347045 41.8912125)","DBTKW5792_2025-12-24"
"DAWUS6556","day","11/29/2025 12:00:00 AM","Ashburn 5",,,,,,,,,,,,,,,,,,,,,"31.5","12.54","93","57","17.13","17.13",,,"72.72","72.72",,,"-2.02","-2.02",,,,,"41.73545185","-87.68498598767","POINT (-87.68498598766976 41.735451850000004)","DAWUS6556_2025-11-29"
"DNBEB5545","day","10/30/2025 12:00:00 AM","Hermosa 1",,,,,,,,,,,,,,,,,,,"13.69","11.68","5.87","5.86","32","32","7.31","7.31",,,"65.02","65.02",,,"10.68","10.68",,,,,"41.9286974","-87.73569501673","POINT (-87.73569501672739 41.928697400000004)","DNBEB5545_2025-10-30"
"DCABM0358","day","12/28/2025 12:00:00 AM","South Lawndale 6",,,,,,,,,,,,,,,,,,,"13.52","13.95","44.32","19.3","123","70","33.05","33.05",,,"90.89","90.89",,,"9.83","9.83",,,,,"41.8403631","-87.73770467097","POINT (-87.73770467096696 41.840363100000005)","DCABM0358_2025-12-28"
"DBDBP2246","day","10/25/2025 12:00:00 AM","Greater Grand Crossing 4",,,,,,,,,,,,,,,,,,,"21.11","17.01","15.82","8.43","63","47","12.92","12.92",,,"65.67","65.67",,,"8.3","8.3",,,,,"41.7517264","-87.60303067276","POINT (-87.60303067276175 41.751726399999995)","DBDBP2246_2025-10-25"
"DITUM6528","day","10/24/2025 12:00:00 AM","Near West Side 1",,,,,,,,,,,,,,,,,,,"13.41","14.47","8.72","6.56","48","36","8.76","8.76",,,"57.75","57.75",,,"8.48","8.48",,,,,"41.87833905","-87.6855286518","POINT (-87.68552865180365 41.878339049999994)","DITUM6528_2025-10-24"
"DQXJA8041","day","12/22/2025 12:00:00 AM","Archer Heights 3",,,,,,,,,,,,,,,,,,,,,"5.98","7.58","33","42","6.42","6.42",,,"48.33","48.33",,,"3.05","3.05",,,,,"41.80260805","-87.72071352115","POINT (-87.72071352114713 41.80260805)","DQXJA8041_2025-12-22"
"DSKDX3738","day","10/14/2025 12:00:00 AM","Armour Square 3",,,,,,,,,,,,,,,,,,,,,"26.85","13.69","84","59","30.62","30.62",,,"72.22","72.22",,,"19.09","19.09",,,,,"41.8283089","-87.63464506378","POINT (-87.63464506377693 41.828308899999996)","DSKDX3738_2025-10-14"
"DWKUZ0134","day","12/26/2025 12:00:00 AM","Schiller Park Collocation 1",,,,,,,,,,,,,,,,,,,"29.29","18.66","38.09","15.04","107","62","31.17","31.17",,,"76.7","76.7",,,"6.7","6.7",,,,,"41.965175","-87.876252","POINT (-87.876252 41.965175)","DWKUZ0134_2025-12-26"
"DPQMK5751","day","11/02/2025 12:00:00 AM","Avondale 1",,,,,,,,,,,,,,,,,,,"19.22","13.22","14.6","7.76","61","43","13.04","13.04",,,"68.79","68.79",,,"9.4","9.4",,,,,"41.9413011","-87.71842453477","POINT (-87.7184245347691 41.941301100000004)","DPQMK5751_2025-11-02"
